Country,Year,Disease_Name,Avg_Mortality,Mortality_Rank
Canada,2000,Dengue,5.8827777777777772,1
Canada,2000,Ebola,5.440636363636365,2
Canada,2000,Rabies,5.3398181818181829,3
Canada,2000,Measles,5.2705,4
Canada,2000,Tuberculosis,5.2383495145631045,5
South Korea,2004,Diabetes,5.7783870967741935,1
South Korea,2004,Malaria,5.4846000000000013,2
South Korea,2004,HIV/AIDS,5.4689000000000005,3
South Korea,2004,COVID-19,5.4649565217391292,4
South Korea,2004,Parkinson's Disease,5.2797413793103436,5
Italy,2007,Rabies,5.5759999999999987,1
Italy,2007,Ebola,5.4187368421052611,2
Italy,2007,Cancer,5.2465934065934077,3
Italy,2007,Dengue,5.1603773584905657,4
Italy,2007,Tuberculosis,5.1433018867924547,5
Mexico,2010,Rabies,5.5972727272727285,1
Mexico,2010,Ebola,5.5565346534653459,2
Mexico,2010,Malaria,5.3980952380952392,3
Mexico,2010,Hepatitis,5.2980373831775704,4
Mexico,2010,Cancer,5.2779797979797962,5
Nigeria,2012,Hypertension,6.2493506493506485,1
Nigeria,2012,Parkinson's Disease,5.4786915887850451,2
Nigeria,2012,Polio,5.4421686746987961,3
Nigeria,2012,Rabies,5.3996938775510186,4
Nigeria,2012,Influenza,5.2455696202531641,5
South Korea,2012,HIV/AIDS,5.2615217391304325,1
South Korea,2012,Asthma,5.2356122448979585,2
South Korea,2012,Hypertension,5.22821138211382,3
South Korea,2012,Hepatitis,5.2224719101123611,4
South Korea,2012,Influenza,5.16945054945055,5
Russia,2020,Polio,5.4493750000000007,1
Russia,2020,Hepatitis,5.44719298245614,2
Russia,2020,Measles,5.4423478260869569,3
Russia,2020,Asthma,5.3840229885057473,4
Russia,2020,Tuberculosis,5.3213186813186812,5
France,2007,Hepatitis,5.5315,1
France,2007,Hypertension,5.3439393939393938,2
France,2007,Diabetes,5.3412149532710274,3
France,2007,Alzheimer's Disease,5.2584259259259252,4
France,2007,Zika,5.2071028037383211,5
Indonesia,2018,Hypertension,5.7529629629629619,1
Indonesia,2018,Measles,5.5422857142857138,2
Indonesia,2018,Influenza,5.495000000000001,3
Indonesia,2018,Dengue,5.4642857142857126,4
Indonesia,2018,HIV/AIDS,5.4111235955056181,5
France,2023,Influenza,5.4764423076923086,1
France,2023,Cholera,5.4271428571428526,2
France,2023,Dengue,5.3919230769230762,3
France,2023,Leprosy,5.3419387755102052,4
France,2023,Ebola,5.2366019417475727,5
Italy,2000,Diabetes,5.7389887640449428,1
Italy,2000,Alzheimer's Disease,5.7045192307692316,2
Italy,2000,Hypertension,5.24951923076923,3
Italy,2000,Cholera,5.2392727272727289,4
Italy,2000,Polio,5.2347959183673485,5
Argentina,2001,Parkinson's Disease,5.7791743119266048,1
Argentina,2001,Dengue,5.3770192307692293,2
Argentina,2001,Tuberculosis,5.364158415841584,3
Argentina,2001,Diabetes,5.3402857142857139,4
Argentina,2001,Asthma,5.2501136363636371,5
Germany,2009,Measles,5.5391262135922315,1
Germany,2009,COVID-19,5.4725,2
Germany,2009,Malaria,5.4151886792452837,3
Germany,2009,Ebola,5.3627173913043471,4
Germany,2009,Parkinson's Disease,5.3568,5
South Africa,2019,Zika,5.661509433962264,1
South Africa,2019,Influenza,5.4408247422680409,2
South Africa,2019,Alzheimer's Disease,5.3409565217391295,3
South Africa,2019,Asthma,5.2311711711711721,4
South Africa,2019,Malaria,5.2221978021978037,5
China,2001,Leprosy,5.6517708333333312,1
China,2001,Hypertension,5.2815267175572513,2
China,2001,Ebola,5.2697435897435883,3
China,2001,Diabetes,5.2667816091954016,4
China,2001,Asthma,5.2631914893617022,5
France,2005,Zika,5.7092631578947381,1
France,2005,COVID-19,5.6789898989899,2
France,2005,Alzheimer's Disease,5.56782608695652,3
France,2005,Parkinson's Disease,5.4079775280898881,4
France,2005,Hepatitis,5.3927619047619064,5
UK,2018,Hepatitis,5.3557303370786515,1
UK,2018,Dengue,5.2424561403508783,2
UK,2018,COVID-19,5.2414444444444435,3
UK,2018,Diabetes,5.2259633027522927,4
UK,2018,Cancer,5.2129464285714269,5
South Korea,2019,Measles,5.289454545454543,1
South Korea,2019,Alzheimer's Disease,5.2095,2
South Korea,2019,Parkinson's Disease,5.203580246913579,3
South Korea,2019,Diabetes,5.1641489361702106,4
South Korea,2019,Leprosy,5.1474468085106384,5
Nigeria,2005,Rabies,5.6473636363636377,1
Nigeria,2005,COVID-19,5.4512621359223292,2
Nigeria,2005,Measles,5.3448623853210977,3
Nigeria,2005,HIV/AIDS,5.32123595505618,4
Nigeria,2005,Malaria,5.2817647058823516,5
Japan,2007,Leprosy,5.5482882882882887,1
Japan,2007,Influenza,5.40902912621359,2
Japan,2007,Diabetes,5.3356470588235263,3
Japan,2007,COVID-19,5.331333333333335,4
Japan,2007,Cancer,5.3152542372881362,5
Indonesia,2011,Polio,5.9264444444444431,1
Indonesia,2011,Tuberculosis,5.4673684210526314,2
Indonesia,2011,Hepatitis,5.34,3
Indonesia,2011,Influenza,5.3348958333333334,4
Indonesia,2011,Malaria,5.2713978494623648,5
Brazil,2016,Cancer,5.3770297029702974,1
Brazil,2016,COVID-19,5.2680188679245274,2
Brazil,2016,Leprosy,5.1931034482758625,3
Brazil,2016,Measles,4.9909900990099016,4
Brazil,2016,Cholera,4.9640776699029106,5
South Africa,2003,Hypertension,5.507386363636364,1
South Africa,2003,Measles,5.3494230769230793,2
South Africa,2003,Diabetes,5.3330097087378627,3
South Africa,2003,Influenza,5.2666326530612251,4
